,angle
0,156.88263102489154
1,156.88263102489154
2,156.88263102489154
3,156.91023759384117
4,156.91023759384117
5,156.91023759384117
6,156.92743915720172
7,156.92743915720172
8,156.92743915720172
9,156.9571912900318
10,156.9571912900318
11,156.9571912900318
12,156.9842610087974
13,156.9842610087974
14,156.9842610087974
15,157.01728838582056
16,157.01728838582056
17,157.01728838582056
18,157.0394145689828
19,157.0394145689828
20,157.0394145689828
21,158.97014213830053
22,158.97014213830053
23,158.97014213830053
24,159.57814009346322
25,159.57814009346322
26,159.57814009346322
27,159.26668057471198
28,159.26668057471198
29,159.26668057471198
30,158.81967559424243
31,158.81967559424243
32,158.81967559424243
33,155.19081744438014
34,155.19081744438014
35,155.19081744438014
36,153.34312144016667
37,153.34312144016667
38,153.34312144016667
39,152.18839721902162
40,152.18839721902162
41,152.18839721902162
42,152.66718741898342
43,152.66718741898342
44,152.66718741898342
45,151.76160470558509
46,151.76160470558509
47,151.76160470558509
48,151.02193341777078
49,151.02193341777078
50,151.02193341777078
51,153.05433295310024
52,153.05433295310024
53,153.05433295310024
54,153.67320151503387
55,153.67320151503387
56,153.67320151503387
57,154.31447172280355
58,154.31447172280355
59,154.31447172280355
60,154.8580500127045
61,154.8580500127045
62,154.8580500127045
63,155.34328795906237
64,155.34328795906237
65,155.34328795906237
66,155.66936047101012
67,155.66936047101012
68,155.66936047101012
69,155.9074548838393
70,155.9074548838393
71,155.9074548838393
72,156.10113835522841
73,156.10113835522841
74,156.10113835522841
75,156.27982484821996
76,156.27982484821996
77,156.27982484821996
78,156.4930684298342
79,156.4930684298342
80,156.4930684298342
81,156.74337719206136
82,156.74337719206136
83,156.74337719206136
84,156.93853300128535
85,156.93853300128535
86,156.93853300128535
87,157.10126588055547
88,157.10126588055547
89,157.10126588055547
90,157.24266441112937
91,157.24266441112937
92,157.24266441112937
93,157.3757899146902
94,157.3757899146902
95,157.3757899146902
96,154.22631599468502
97,154.22631599468502
98,154.22631599468502
99,153.9175054516258
100,153.9175054516258
101,153.9175054516258
102,153.42660759741113
103,153.42660759741113
104,153.42660759741113
105,156.12084795792114
106,156.12084795792114
107,156.12084795792114
108,157.58552342677044
109,157.58552342677044
110,157.58552342677044
111,155.4980302202455
112,155.4980302202455
113,155.4980302202455
114,154.67710166633051
115,154.67710166633051
116,154.67710166633051
117,154.6350204419549
118,154.6350204419549
119,154.6350204419549
120,157.32030607035384
121,157.32030607035384
122,157.32030607035384
123,157.23659436339338
124,157.23659436339338
125,157.23659436339338
126,157.74542287855743
127,157.74542287855743
128,157.74542287855743
129,157.97986407280135
130,157.97986407280135
131,157.97986407280135
132,153.71280241238296
133,153.71280241238296
134,153.71280241238296
