,angle
0,89.92362576530607
1,89.93705522215264
2,89.94112784139053
3,89.91495966407197
4,89.91553052174166
5,89.93161697850717
6,89.92634897289473
7,89.91355687280495
8,89.90753678336826
9,89.92532094352462
10,89.926995345773
11,89.91055710021097
12,89.91007121322221
13,89.92867107818584
14,89.93600507862192
15,89.92477224723423
16,89.92806511626732
17,89.94746346819274
18,89.9458129941988
19,89.93069404603796
20,89.93256926435274
21,89.94193830812947
22,89.94132125224161
23,89.93281199112559
24,89.9312420683643
25,89.94607298372647
26,89.95529227235889
27,89.93607721976582
28,89.93604189959615
29,89.9548298968222
30,89.95422968389275
31,89.94244466278529
32,89.94337680529542
33,89.95808436567869
34,89.9654936012135
35,89.94852341254189
36,89.94751468045882
37,89.96074458927899
38,89.96024341381882
39,89.94780354211657
40,89.9456685544594
41,89.96324140208789
42,89.95862428641222
43,89.94279328723249
44,89.94510280538044
45,89.96030242278242
46,89.96429095116194
47,89.9481960008435
48,89.95015876633512
49,89.95760665225883
50,89.95142477255108
51,89.93454935597178
52,89.92990196568533
53,89.9412074980463
54,89.935220168977
55,89.92269562236257
56,89.91828812768877
57,89.93676056316012
58,89.93014071292767
59,89.91432535981914
60,89.91137335896683
61,89.92305088216781
62,89.92246893761444
63,89.91480546342095
64,89.91972954994678
65,89.9345823668601
66,89.9288850668474
67,89.91250864601479
68,89.90562248843355
69,89.92098542139428
70,89.91865496474867
71,89.90267223988172
72,89.90635134656475
73,89.92197881017057
74,89.9173370117247
75,89.90993128493959
76,89.91140226333154
77,89.92866358254787
78,89.93160979603608
79,89.9144930880036
80,89.91994045801057
81,89.9343072661063
82,89.93412692775372
83,89.92214990819495
84,89.92121623455962
85,89.9342358486758
86,89.93302031204473
87,89.91760001982266
88,89.92065063898413
89,89.93413349815741
90,89.9310549095547
91,89.92354134466176
92,89.92473536004422
93,89.94015374151549
94,89.94464989122372
95,89.93679181153686
96,89.93653674651947
97,89.94993563785728
98,89.95632002300397
99,89.94107004561637
100,89.93991139803654
101,89.95396728982753
102,89.95334349003346
103,89.94116233970122
104,89.93866247724058
105,89.95459562219756
106,89.95400558705752
107,89.94478839332278
108,89.94429752772358
109,89.96296887489682
110,89.95834046589314
111,89.94578133438179
112,89.9501959322942
113,89.96470256265019
114,89.97302240464751
115,89.94714660236606
116,89.94765673514807
117,89.95856756620421
118,89.95381187480717
119,89.92868239851681
120,89.92665489233006
121,89.93927729544278
122,89.93596901567508
123,89.92166863307445
124,89.9235486900348
125,89.93356547990085
126,89.92895777703967
127,89.92005241688096
128,89.92462682800975
129,89.94047043167548
130,89.94623113880847
131,89.93286530610966
132,89.94338183987087
133,89.960033560156
134,89.96530542448164
135,89.94197583629249
136,89.94292643486536
137,89.95704940645442
138,89.95038410206416
139,89.94031448099241
140,89.93677893186036
141,89.95695746963908
142,89.959428893697
143,89.94078397157456
144,89.94417640203235
145,89.95943521000902
146,89.97006436383677
147,89.95152140331537
148,89.9564174254595
149,89.97591623451525
150,89.97903829729651
151,89.9710850465511
152,89.96598525806017
153,89.99305090468408
154,89.98775685344154
155,89.97873440264138
156,89.97186634180564
157,89.9911494952288
158,89.99654806143546
159,89.97987288390797
160,89.98332451511173
161,90.00394439897589
162,90.00266204351328
163,89.98368935995396
164,89.97882143326441
165,90.0033980661751
166,90.00433065528438
167,89.98131786934522
168,89.98248443168593
169,90.0064683034299
170,89.99611908106131
171,89.97744397920174
172,89.98317232664462
173,89.99595100244036
174,89.99744307893393
175,89.96962868081768
176,89.97659849186385
177,89.99759709111798
178,89.99072878630842
179,89.96553398893079
180,89.98243810532729
181,89.98084456664442
182,89.99617057006537
183,89.97551561990184
184,89.97932039431468
185,89.98955270196598
186,90.00220281548368
187,89.98040920570956
188,89.98082799648388
189,90.00107061102726
190,89.98463733414681
191,89.98266848938435
192,89.97677767045697
193,89.98068039603437
194,89.98689686032542
195,89.96407852400458
196,89.96278258955829
197,89.97488948417046
198,89.97428620353298
199,89.95675042130561
200,89.96055182445566
201,89.97195781187524
202,89.9734380082823
203,89.9541562118734
204,89.95771232728153
205,89.96636143551795
206,89.9704534452207
207,89.96015237786912
208,89.96141712735721
209,89.97516956175114
210,89.97462700679876
211,89.96006081881657
212,89.96169028169369
213,89.97794474148293
214,89.97836996144045
215,89.96030736072287
216,89.95937561606151
217,89.97696907685483
218,89.98708268480691
219,89.96678701289646
220,89.96771361967991
221,89.97953832413864
222,89.97960392826114
223,89.9606101474539
224,89.96829777875887
225,89.9875050138047
226,89.98476320126728
227,89.97804705307308
228,89.9692181718209
229,89.99791755846977
230,89.99634572317828
231,89.97334012042175
232,89.97199783322289
233,89.98653726435067
234,89.98678571966326
235,89.96308041707114
236,89.96723425897119
237,89.9819496241218
238,89.98084475217814
239,89.962802220458
240,89.95993305035603
241,89.97087583632779
242,89.97093235133921
243,89.9649411915774
244,89.96201989512592
245,89.97823528626768
246,89.98509954519959
247,89.97072590272658
248,89.97603993700997
249,89.99465508460113
250,89.9980605717539
251,89.98633764117858
252,89.98813319105903
253,89.99991614588572
254,90.00224292099301
255,89.98692901697042
256,89.9871131511954
257,89.99493194122574
258,89.99912247395126
259,89.98318018828736
260,89.9821810059913
261,90.00033666092024
262,89.99984706541298
263,89.98764880176896
264,89.98904564399366
265,90.0099861259751
266,90.00917776382299
267,89.99224784538407
268,90.00335304733265
269,90.01462333641855
270,90.01048001632932
271,89.99662037920764
272,89.99853576124544
273,90.01184553555176
274,90.01037334513326
275,89.99651808612516
276,89.99329497619205
277,90.00949422115808
278,90.00482184575364
279,89.99490628870115
280,89.99780003612396
