,angle
0,100.57773811659924
1,100.57773811659924
2,100.57773811659924
3,101.02722837153557
4,101.02722837153557
5,101.02722837153557
6,101.37706703622243
7,101.37706703622243
8,101.37706703622243
9,101.49554799921326
10,101.49554799921326
11,101.49554799921326
12,101.31045995812094
13,101.31045995812094
14,101.31045995812094
15,101.37252068943383
16,101.37252068943383
17,101.37252068943383
18,101.55493123483022
19,101.55493123483022
20,101.55493123483022
21,101.64069901718024
22,101.64069901718024
23,101.64069901718024
24,101.71534670250762
25,101.71534670250762
26,101.71534670250762
27,101.62730116493135
28,101.62730116493135
29,101.62730116493135
30,101.62720554958992
31,101.62720554958992
32,101.62720554958992
33,101.6155190060754
34,101.6155190060754
35,101.6155190060754
36,101.5966503936836
37,101.5966503936836
38,101.5966503936836
39,101.53746027597148
40,101.53746027597148
41,101.53746027597148
42,101.45103545939787
43,101.45103545939787
44,101.45103545939787
45,101.35974983446472
46,101.35974983446472
47,101.35974983446472
48,101.7702900577689
49,101.7702900577689
50,101.7702900577689
51,101.95575256691029
52,101.95575256691029
53,101.95575256691029
54,102.03544344249248
55,102.03544344249248
56,102.03544344249248
57,101.89334517805902
58,101.89334517805902
59,101.89334517805902
60,101.70115013627199
61,101.70115013627199
62,101.70115013627199
63,101.4156224781316
64,101.4156224781316
65,101.4156224781316
66,101.30377724977032
67,101.30377724977032
68,101.30377724977032
69,101.10525335918479
70,101.10525335918479
71,101.10525335918479
72,100.94564379779766
73,100.94564379779766
74,100.94564379779766
75,100.93037746043879
76,100.93037746043879
77,100.93037746043879
78,100.78125596126104
79,100.78125596126104
80,100.78125596126104
81,100.64442832912557
82,100.64442832912557
83,100.64442832912557
84,100.4242184444421
85,100.4242184444421
86,100.4242184444421
87,100.23392747819133
88,100.23392747819133
89,100.23392747819133
90,100.74825555432186
91,100.74825555432186
92,100.74825555432186
93,100.7056099673539
94,100.7056099673539
95,100.7056099673539
96,101.15346843039872
97,101.15346843039872
98,101.15346843039872
99,101.50853503503019
100,101.50853503503019
101,101.50853503503019
102,101.60074090332688
103,101.60074090332688
104,101.60074090332688
105,101.65772875599805
106,101.65772875599805
107,101.65772875599805
108,101.70091897127739
109,101.70091897127739
110,101.70091897127739
111,101.64797482085847
112,101.64797482085847
113,101.64797482085847
114,101.56567869587423
115,101.56567869587423
116,101.56567869587423
117,101.3746504440926
118,101.3746504440926
119,101.3746504440926
120,101.26285751295984
121,101.26285751295984
122,101.26285751295984
123,101.27074875764285
124,101.27074875764285
125,101.27074875764285
126,101.39197401026892
